ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt6231844,Compartment,II 2015,-,8.0,8,Drama            ,malayalam
tt3509400,Sunehari Yaaden,1980,-,-,-,Romance            ,hindi
tt0257210,Suvarna Sundari,II 1957,-,7.1,15,"Musical, Drama, Fantasy            ",hindi
tt0325522,Harathi,1974,-,-,-,-,telugu
tt9445180,Karma 1935,1935,-,-,-,Drama            ,hindi
tt13364384,Kondaan Koduthaan,2012,120 min,-,-,Drama            ,tamil
-,Thera Para - The Movie,,-,-,-,"Comedy, Thriller            ",malayalam
tt0269523,Maro Prapancham,1970,155 min,7.0,27,Drama            ,telugu
tt0222270,Phir Bhi Dil Hai Hindustani,2000,160 min,6.2,"6,985","Comedy, Drama, Musical            ",hindi
tt6639058,Julieum 4 Perum,2017,137 min,4.7,7,Family            ,tamil
tt0243552,Shatranj Ke Mohre,1974,-,-,-,-,hindi
tt0267295,Barna Bibarna,1975,-,-,-,-,bengali
tt5954586,Deiva Thirumagal,1967,125 min,-,-,-,tamil
tt14344490,Daulat Ki Hawas,2010,-,-,-,-,urdu
tt4935858,CIA Police,2014,-,-,-,"Short, Action            ",urdu
tt12621862,Passmark,2015,-,-,-,"Short, Comedy            ",malayalam
tt13907238,Boss,2011,144 min,-,-,Drama            ,kannada
tt11536170,Uttara,2020,-,-,-,Drama            ,telugu
tt0383904,Balidaan,1935,-,-,-,-,hindi
tt0264630,Gammathu Goodacharulu,1978,132 min,-,-,-,telugu
tt0216178,Sathe Satyam,1982,-,-,-,Drama            ,bengali
tt0316827,Ucha Dar Babe Nanak Da,1987,155 min,7.8,94,"Drama, Musical            ",punjabi
tt4108876, Humsafar,2011–2012,41 min,7.9,23,"Drama, Romance            ",urdu
tt7317118,Mani Kanchan,1992,134 min,-,-,Drama            ,bengali
tt0833441,Divasen Divas,2006,-,7.3,6,"Drama, Romance            ",marathi
tt11920260,Kacher Prithibi,1993,-,-,-,Drama            ,bengali
tt10235416,Dance Kerala Dance,2018– ,-,-,-,Reality-TV            ,malayalam
tt1268249,Morcha,1972,-,-,-,-,punjabi
tt0395622,Khoon Ka Sindoor,1993,-,-,-,"Action, Drama            ",hindi
tt2909052,Aaj Ka Shahen Shah,1997,-,-,-,Action            ,hindi
tt2027125,Jogayya,2011,-,4.7,83,Action            ,kannada
tt3170808,Bachelor,I 2013,22 min,6.5,12,"Short, Comedy            ",malayalam
tt13070614,Pani Vizhum Nilavu,2014,132 min,-,-,Drama            ,tamil
tt1418749,Takkar,2008,145 min,6.0,12,"Action, Drama, Romance            ",bengali
tt13909930,Fat Fajeeti,1991,-,-,-,Comedy            ,marathi
tt1416711,Havina Hede,1981,-,9.1,21,-,kannada
tt10515460,C++,2019,100 min,4.6,39,Thriller            ,kannada
tt8459284,2nd half,2018,136 min,5.5,13,Thriller            ,kannada
tt8528236,Sohalla,2019,-,8.3,19,Drama            ,marathi
tt0231207,Azad Abla,1935,-,-,-,-,hindi
tt10650522,Bhakarkhadi 7Km,2014,116 min,-,-,-,marathi
tt4604452,Lohi Nu Tilak,1983,-,-,-,Romance            ,gujarati
tt0444840,Humko Deewana Kar Gaye,2006,155 min,5.2,"3,941","Drama, Romance            ",hindi
-,Kontract,2022,-,-,-,"Action, Drama            ",telugu
tt0276824,Bhishma,1962,165 min,7.7,23,"Musical, Drama            ",telugu
tt7695522,Karu,2018,122 min,5.6,465,"Drama, Horror, Thriller            ",telugu
tt0231455,Dharmasere,1979,119 min,6.9,12,Drama            ,kannada
tt0261780,Khiladi Krishnudu,1979,-,-,-,-,telugu
tt0945349,Jaana... Let's Fall in Love,2006,-,5.7,34,"Comedy, Drama, Romance            ",hindi
tt0259518,Prem Nazirine Kanmanilla,1983,120 min,6.0,12,Drama            ,malayalam
tt5537346,Tha,2016,-,-,-,Horror            ,kannada
tt10375158,Jakanachari Avana Thamma Shuklachari,2019,-,-,-,Drama            ,kannada
tt5438308,Speedunnodu,2016,120 min,4.5,223,"Comedy, Romance            ",telugu
tt1314366,Raksha,2008,-,6.1,63,Horror            ,telugu
tt0356054,Soorya Puthrikal,1996,-,-,-,-,malayalam
tt3903562,Aryan,2014,113 min,4.8,30,"Drama, Sport            ",kannada
tt0155220,Sundara Swapnagalu,1986,126 min,6.9,14,Drama            ,kannada
tt5955676,Sambh Lange Appe,2017,-,-,-,"Comedy, Drama, Family            ",punjabi
tt4321938,Magizhchi,2010,-,-,-,Drama            ,tamil
tt11423302, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt10638274,Kamala,2019,125 min,5.5,148,Thriller            ,malayalam
tt1392889,Kailashey Kelenkari,2007,-,7.0,627,"Adventure, Crime, Thriller            ",bengali
tt0154381,Danger Signal,1937,-,-,-,-,hindi
tt8758148,Manushulu Mamathalu,1965,170 min,-,-,Drama            ,telugu
tt0244162,Randu Pen Kuttikal,1978,-,-,-,-,malayalam
-,Cobra,2021,-,-,-,"Action, Crime, Thriller            ",tamil
tt9592292,Hitlist,2006,-,-,-,"Action, Crime, Drama            ",hindi
tt3175888,Dukhtar,2014,93 min,7.0,"2,264","Drama, Thriller            ",urdu
tt0788192,Ramayanamlo Bhagavatham,1984,-,-,-,Drama            ,telugu
tt0353401,Ena Pravukal,1991,-,-,-,-,malayalam
tt14161858,Jjunction,2002,-,-,-,Romance            ,tamil
tt0215975,Mazha Ram,1949,-,-,-,-,marathi
tt0247016,Varikuzhi,1982,-,-,-,-,malayalam
tt0157141,Uski Kahani,1966,-,-,-,Drama            ,hindi
tt5884362,Selfie Raja,2016,128 min,5.5,71,Comedy            ,telugu
tt11017776,Hathkadi,2014,128 min,-,-,Drama            ,bhojpuri
tt1339495,Saubhagya Lakshmi,1987,135 min,-,-,-,kannada
tt1437817,Ellam Unnakkaga,1961,-,4.2,5,-,tamil
tt0352206,Bharya Oru Manthri,1986,-,-,-,-,malayalam
tt12320128,Aikave Te Navalach,1993,-,-,-,Drama            ,marathi
tt11178210,Lathika,2011,122 min,-,-,Drama            ,tamil
tt5332216,Krishnan Love Story,2010,146 min,6.9,41,"Action, Drama            ",kannada
tt14281766,Khunas Marathi feature,2011,-,-,-,Thriller            ,marathi
tt0384916,Dil Aur Patthar,1977,-,-,-,"Action, Romance            ",hindi
tt0156655,Jung Aur Aman,1968,128 min,5.1,8,-,hindi
-,Nedumi,III 2021,115 min,-,-,"Action, Drama            ",malayalam
tt1349460,Uncharted 2: Among Thieves,2009 Video Game,-,9.4,"21,467","Action, Adventure, Fantasy            ",nepali
tt1440214,Kalyanin Kanavan,1963,-,-,-,-,tamil
tt14448924,Maher Maza,2010,-,-,-,Drama            ,marathi
tt3816394,Ladki Jawan Padosi Pareshan,2001,-,-,-,Comedy            ,hindi
tt10923042,Patthar Ke Sanam,2019,158 min,-,-,Drama            ,bhojpuri
tt13667524,Kaanal Neer,2007,-,-,-,Drama            ,tamil
tt0283113,Vanitha Police,1984,-,-,-,-,malayalam
tt14230720,Sangdil,1979,-,-,-,-,urdu
tt2401225,Uu Kodathara Ulikki Padathara,2012,-,4.9,948,"Action, Drama, Fantasy            ",telugu
tt6891660,Ayana,2017,-,7.7,113,Drama            ,kannada
tt13070654,Koottam,2014,134 min,-,-,Drama            ,tamil
tt0049822,Taj,1956,138 min,6.6,7,"Drama, Music            ",hindi
tt0430157,Greetings,2004,120 min,3.5,63,"Comedy, Romance            ",malayalam
tt13708254,Amavase,2018,118 min,-,-,Drama            ,kannada
tt3824442,Sarabham,2014,133 min,7.1,444,Mystery            ,tamil
tt0177494,Aaj Ka Farhad,1948,-,-,-,-,hindi
tt7838460,Bas Ek Piyali Chai,2018,14 min,-,-,"Short, Drama, Fantasy            ",urdu
tt11154892,Meera,2018 Video,12 min,-,-,"Short, Mystery            ",malayalam
tt5140144,Bumbai Bird,2017,85 min,-,-,Drama            ,hindi
tt4906962,Saat Saheliyan,2010,-,-,-,"Action, Comedy, Drama            ",bhojpuri
tt0231473,Do Lachhiyan,1960,105 min,7.5,11,"Drama, Romance            ",punjabi
tt0102119,Indrajeet,1991,-,4.5,254,"Action, Drama            ",hindi
-,Pedrya (Loser),2021,90 min,-,-,Drama            ,kannada
tt14136642,Khuda Aur Mohabbat 3,2021,40 min,8.9,589,Drama            ,urdu
tt0089394,Jwala,1985,145 min,5.5,23,"Action, Drama            ",telugu
tt1266545,Chamku,2008,105 min,4.0,524,"Action, Crime, Thriller            ",punjabi
tt1365436,Anandha Thandavam,2009,-,4.5,153,Romance            ,tamil
tt7257894,Ishq Samandar,2016,-,-,-,Romance            ,hindi
tt0384223,Jaanbaaz Mallika,1936,-,-,-,-,hindi
-,Untitled Midnight Runners Remake,2021,-,-,-,"Action, Comedy            ",telugu
tt2066062,Shortcut Romeo,2013,146 min,2.3,248,"Action, Crime, Drama            ",hindi
tt0361776,Jeevan Swapna,1946,-,-,-,-,hindi
tt0291871,Douthyam,1989,106 min,7.0,171,"Action, Adventure, Thriller            ",malayalam
tt4536606,Bojhena Se Bojhena,2015,-,-,-,"Action, Musical, Romance            ",bengali
tt6237524,Jab Pyar Hua,1985,-,-,-,Romance            ,hindi
tt11423056, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt0356785,Kayamkulam Kanaran,2002,114 min,3.9,11,-,malayalam
tt4047150,Vanmam,2014,156 min,5.0,106,"Action, Drama            ",tamil
tt0279013,Chandrakantham,1974,-,-,-,-,malayalam
tt4556848,Barkhaa,2015,127 min,5.1,311,"Drama, Romance            ",hindi
tt4882524,Golden Boys,2007,-,-,-,Action            ,hindi
tt0356079,Street,1995,-,-,-,-,malayalam
tt9915790,Bobbyr Bondhura,2019,-,7.1,30,Family            ,bengali
tt13099322,Garambicha Bapu,1970,-,-,-,Drama            ,marathi
tt7665210,Sansar,III 1971,142 min,-,-,Drama            ,bengali
tt9041222,Paradh,1977,-,-,-,"Family, Mystery            ",marathi
tt0395675,Naami Chor,1977,127 min,5.8,5,Action            ,hindi
tt0363454,Badnaam,I 1990,-,7.0,19,Drama            ,bengali
tt6297144,Yaksham,2016,15 min,8.1,8,"Short, Fantasy            ",malayalam
tt0157175,Watan,1954,-,-,-,Drama            ,hindi
tt11537166,Sodai,2018– ,-,-,-,Drama            ,urdu
tt0213743,Jesal Toral,1948,-,-,-,-,gujarati
tt3466966,Naag Mohini,1963,-,-,-,"Drama, Fantasy            ",hindi
tt13702158,Rowdy Hrudaya,2010,-,-,-,Drama            ,kannada
tt0367918,Kabeela,1976,-,6.5,19,"Action, Adventure, Crime            ",hindi
tt0432920,Laharen,1953,-,-,-,-,hindi
tt1390840,Walkaway,2010,97 min,6.4,797,"Comedy, Drama            ",tamil
tt4088588,Rainbow,2015,106 min,7.9,"3,623","Comedy, Drama            ",rajastani
tt1149199,Aga Bai Arecha,2004,100 min,7.3,582,"Comedy, Family, Fantasy            ",marathi
tt0242263,Amarsingh Rathod,1979,-,-,-,-,gujarati
tt0351401,N.H. 47,1984,120 min,6.5,14,-,malayalam
tt8371204,Lihaaf: The Quilt,2019,85 min,6.7,24,Drama            ,hindi
tt0284137,Gadar: Ek Prem Katha,2001,170 min,7.2,"10,102","Action, Drama, Romance            ",punjabi
tt4318386,Jail Queens,2004,-,-,-,Action            ,hindi
-,Aakko,,-,-,-,Comedy            ,tamil
tt3460848,Vazhkai Padagu,1965,-,-,-,-,tamil
tt7415646,Tarak,2017,158 min,7.3,528,"Action, Drama, Romance            ",kannada
tt9036958,Burf,2015,-,-,-,Drama            ,punjabi
tt11523812,All That Perishes at the Edge of Land,2019,30 min,-,-,"Documentary, Short            ",urdu
tt0267639,Khota Paisa,1958,145 min,4.7,7,Drama            ,hindi
tt7470414,Neerali,2018,128 min,5.6,"2,007","Action, Adventure, Drama            ",malayalam
tt10189798,Maha Nadigan,2004,134 min,5.3,15,-,tamil
tt0262281,Bhookailas,1958,174 min,7.2,141,"Drama, Musical            ",telugu
tt0881366,Haseena,2004,90 min,8.1,33,Drama            ,kannada
tt14344708,Baghi Shehzade,1995,-,-,-,-,punjabi
tt0175448,Apna Desh,1972,-,6.4,106,"Action, Comedy, Drama            ",hindi
tt1408085,Shivalinga Sakshi,1960,-,-,-,-,kannada
-,Banglar Hercules,2021,-,-,-,Action            ,bengali
tt0368196,Rani Rupmati,1959,148 min,5.8,24,"Action, Adventure            ",hindi
tt0233522,Darwaza,1954,-,-,-,"Drama, Family            ",hindi
tt8364476,Pugazhendhi Enum Naan,2018,134 min,-,-,Action            ,tamil
tt3068260,Ganga Devi,2012,-,5.6,43,Drama            ,bhojpuri
tt0379299,Geet Gaaya Pattharon Ne,1964,-,6.4,91,"Drama, Musical, Romance            ",hindi
-,A,2021,-,-,-,Thriller            ,malayalam
tt13747136,Thirudiya Idhayathai,2005,107 min,-,-,Drama            ,tamil
tt8575470,Tumi Aahibaane,2017,-,-,-,Romance            ,assamese
tt2009480,Gautam Govinda,2002,119 min,2.9,10,Action            ,hindi
tt1552738,Sardari,1997,-,7.4,9,"Action, Crime, Drama            ",punjabi
tt4425254,Aaj Ka Krantiveer,2004,-,-,-,Action            ,hindi
tt4580926,Ososi Rakasi,2016,132 min,7.6,12,"Comedy, Family, Romance            ",telugu
tt0156256,Aaj,1987,116 min,5.7,279,Drama            ,hindi
tt0352445,Itha Samayamayi,1987,-,-,-,Drama            ,malayalam
tt0057092,Gauri,1963,-,8.4,8,-,kannada
-,Wow,,-,-,-,Mystery            ,malayalam
tt7055612,Keno Kichhu Kotha Bolo Na,2009,130 min,-,-,"Drama, Romance            ",bengali
tt1380129,Jimmy Gallu,1982,127 min,6.4,11,-,kannada
tt13690256,Shock,IV 2010,-,-,-,Drama            ,kannada
tt0244528,Hadh Kar Di Aapne,2000,134 min,5.3,"1,721","Comedy, Romance            ",hindi
tt5657362,Ina Mina Dika,1989,-,5.7,7,Comedy            ,marathi
tt0325886,Natashekhara,1954,185 min,-,-,-,kannada
tt11385128,V,2020,140 min,6.6,"6,017","Action, Crime, Thriller            ",telugu
tt6829596,Endrendrum Kadhal,1999,150 min,6.0,116,"Drama, Romance            ",tamil
tt0235647,Oomai Kuyil,1983,-,5.3,6,-,malayalam
tt0256223,Nanand Bhojai,I 1948,-,-,-,-,gujarati
tt0242735,Niyoti,1951,-,-,-,Drama            ,bengali
tt0255824,Balaji,1939,171 min,-,-,-,telugu
tt4786806,Watno Dur,1989,-,-,-,Drama            ,punjabi
tt0364201,Aman Ke Farishtey,2016,137 min,6.5,22,Action            ,hindi
tt0290689,Kahin Din Kahin Raat,1968,165 min,5.6,14,"Action, Crime, Thriller            ",hindi
tt1538210,Aao Wish Karein,2009,140 min,5.0,580,"Comedy, Family, Fantasy            ",hindi
tt9391158, Teetoo and Tania,2017–2018,-,-,-,"Animation, Adventure, Biography            ",urdu
tt0177500,Aaj Ki Duniya,1940,-,-,-,Drama            ,hindi
tt8261980,Lashkara,2018– ,-,7.6,19,Drama            ,oriya
tt5459756,Gardaab,2016,94 min,-,-,Drama            ,urdu
tt14216640,Kalyar,1984,-,-,-,-,punjabi
-,Chandigarh Kare Aashiqui,2021,-,-,-,Romance            ,hindi
tt0253502,Prasanna,1951,-,-,-,-,malayalam
tt5420902,Chhutir Phande,1990,136 min,-,-,Drama            ,bengali
tt7158424,Mumbaai Taxi,2015,103 min,3.2,16,"Crime, Thriller            ",malayalam
tt9104934,Rajannana Maga,2018,143 min,7.8,13,Action            ,kannada
-,Jana Gana Mana,2021,-,-,-,Drama            ,malayalam
tt0282337,Aada Janma,1951,-,-,-,-,telugu
tt0232575,Saltanat,1954,-,-,-,-,hindi
tt5237708,Bhoomiputra,2009,-,-,-,Drama            ,bhojpuri
tt1185256,Mr. Medhavi,2008,-,5.9,117,"Drama, Romance            ",telugu
tt0334299,Saraswathi Yaamam,1980,-,-,-,-,malayalam
tt13428402,Stand by Me Doraemon 2,2020,96 min,7.4,"1,470","Animation, Comedy, Drama            ",oriya
tt0089610,Mohabbat,1985,134 min,6.0,98,Romance            ,hindi
tt4859526,Friend Request,V 2015,106 min,5.9,18,Horror            ,telugu
-,The Birth 10000 bc,2021,-,-,-,"Adventure, History            ",kannada
tt0129422,Tarana,1951,-,7.1,133,"Drama, Romance            ",hindi
tt0257807,Jalakanyaka,1971,-,-,-,-,malayalam
tt13667216,Thee Nagar,2007,-,-,-,Drama            ,tamil
tt10441386,Happy Journey,2019,110 min,6.5,14,Adventure            ,telugu
tt8698268,Bhale Thamasha,1983,116 min,-,-,Romance            ,telugu
tt7563896,Jiban Sathi,1985,122 min,-,-,Drama            ,bengali
tt0318991,Anbulla Malarae,1984,-,-,-,-,tamil
tt0246089,Mosagadu,1980,-,4.6,17,"Action, Drama, Family            ",telugu
tt7518766,Atal Faisla,2018,127 min,-,-,Drama            ,hindi
tt7273140,Mohini,III 1995,131 min,-,-,"Drama, Romance            ",bengali
tt3846440,Pyar Ka Nasha,2001,-,-,-,Thriller            ,hindi
tt0230607,Pal Do Pal Ka Saath,1978,88 min,-,-,"Drama, Musical, Romance            ",hindi
tt1918927,Luv Ka the End,2011,106 min,4.8,"1,421","Comedy, Drama            ",hindi
tt0351552,Phulwari,1984,158 min,5.8,6,"Drama, Family            ",hindi
tt8950098,Naulakha,2018– ,-,-,-,Drama            ,urdu
tt2787104,Purana Purush,1978,136 min,8.3,33,"Action, Adventure, Comedy            ",hindi
tt8938530,Jonbai 3,2007,-,-,-,"Musical, Romance            ",assamese
tt6719116,Ankhi Milon,1990,130 min,-,-,"Drama, Romance            ",bengali
tt0259558,Sati Sone,1932,134 min,-,-,-,hindi
tt4683676,Abdullah: The Final Witness,2015,-,7.0,72,"Action, Crime, Drama            ",oriya
tt11344336,Poomagal Oorvalam,1999,158 min,6.8,12,"Drama, Romance            ",tamil
tt8302626,Pyaar Kaa Fundaa,2010,-,-,-,"Comedy, Romance            ",hindi
tt0158843,Pannadai,1945,-,-,-,-,hindi
tt1279235,Papikondalu,1986,-,8.3,55,-,telugu
tt0254636,Orral Koodi Kallanaayi,1964,-,-,-,-,malayalam
tt13050876,Pyara Bhaiya,1990,-,-,-,Drama            ,bhojpuri
tt1166100,Ghajini,2008,186 min,7.3,"57,025","Action, Drama, Mystery            ",urdu
tt0355753,Masmaram,1997,162 min,5.1,15,"Action, Drama            ",malayalam
tt2710380,Vanchit,1990,-,-,-,Drama            ,hindi
-,Lagg Gayii...,,108 min,-,-,Drama            ,hindi
tt12987806,Wind of Change in Lo Mustang,2016,70 min,-,-,Documentary            ,nepali
tt0214704,Gandhinagar 2nd Street,1986,137 min,7.6,716,"Comedy, Family, Romance            ",hindi
tt0414714,Girlfriend,2004,126 min,3.1,342,Drama            ,hindi
tt3720320,Jab Pyar Kiya to Darna Kya,1991,-,4.9,9,Drama            ,hindi
tt0106724,Dil Hi To Hai,1992,164 min,5.2,101,"Drama, Romance            ",hindi
tt14216672,Jang Baz,1990,-,-,-,-,punjabi
tt0255668,Vandanam,1989,168 min,7.8,989,"Comedy, Romance, Thriller            ",malayalam
tt1281902,Anmol Sitaare,1982,153 min,7.0,5,Drama            ,hindi
tt0155730,Gunehgaar,1939,-,-,-,Crime            ,hindi
tt8228606,Priyaar Priyo,2017,-,7.6,12,"Comedy, Romance            ",assamese
tt1194663,Jung Da Maidan,1997,-,-,-,Action            ,punjabi
tt13801882,Bheeshmar,2003,150 min,-,-,Drama            ,tamil
tt0230430,Kudre Motte,1977,-,-,-,-,kannada
tt0266885,Ramnagari,1982,-,6.2,9,Drama            ,hindi
tt2710210,Aalukku Oru Veedu,1960,-,-,-,Drama            ,tamil
tt4817828,The Bells,2015,133 min,5.6,7,Action            ,telugu
tt1538362,Prabesh Nishedh,1960,-,-,-,Drama            ,bengali
tt7268386,Aliveni,2017 Video,-,-,-,"Short, Music            ",malayalam
tt11343628,Sankarapuram,2020,-,-,-,Action            ,tamil
tt8710556,3rd EYE,2019,145 min,6.3,6,Horror            ,hindi
tt13642494,Premankur,1993,-,-,-,Drama            ,marathi
tt3579932,Anima State,2013,80 min,6.7,31,Drama            ,urdu
-,Majhe,2021,-,-,-,Drama            ,hindi
tt11457992, Coke Studio,2008– ,-,6.6,5,Music            ,oriya
tt0237294,Gulnaar,1953,-,9.2,5,Musical            ,oriya
tt9138078,Balaa,2018– ,-,8.6,97,"Drama, Romance            ",oriya
tt0271968,Anthony Punnyavaalan,1978,-,-,-,-,malayalam
tt0979913,Life Mein Kabhie Kabhiee,2007,145 min,5.8,269,"Drama, Thriller            ",hindi
tt10189044,Kadivalam,1985,-,-,-,Drama            ,tamil
tt0091578,My Beautiful Laundrette,1985,97 min,6.8,"14,632","Comedy, Drama, Romance            ",oriya
tt12376688,Kollegala,2016,136 min,-,-,Action            ,kannada
tt1024943,Om Shanti Om,2007,162 min,6.7,"39,455","Action, Comedy, Drama            ",hindi
tt6571586,Khalaghar,2016,-,7.0,5,Romance            ,bengali
tt4219250,Mej Didi,2003,134 min,7.5,12,Drama            ,bengali
tt0266931,Sathrathil Oru Rathri,1978,-,-,-,Drama            ,malayalam
tt0081453,Satah Se Uthata Aadmi,1980,114 min,6.7,68,Drama            ,hindi
tt1364274,Pellade Bomma,1976,-,-,-,-,telugu
tt12078088,Mugil Pete,2020,-,-,-,Romance            ,kannada
tt0332165,Jungle Queen,1956,-,-,-,Adventure            ,hindi
tt0042637,Khiladi,1950,-,-,-,-,hindi
-,Yesu Kristu Rendava Rakada,,-,-,-,Drama            ,telugu
tt1810551,Canvas,II 2010,-,-,-,Drama            ,malayalam
tt12827212,Sobti,1979,-,-,-,Family            ,marathi
tt0371562,Bangaru Lakshmi,1980,-,-,-,Musical            ,telugu
tt9889918,2 Friends,2018,134 min,-,-,"Comedy, Drama, Romance            ",telugu
tt0275530,Motte,1985,-,-,-,-,malayalam
tt14462954,Love Diary: Ek Prem Katha,2018,132 min,-,-,Drama            ,gujarati
tt13070526,Rettai Kadhir,2014,119 min,-,-,Drama            ,tamil
tt6536948,Kadhal FM,2005,125 min,-,-,"Drama, Romance            ",tamil
tt13255404,Dhairya Lakshmi,1979,-,-,-,Comedy            ,tamil
tt3828436,Dwarikadheesh,1956,-,-,-,Drama            ,hindi
tt13854248,The Legend of Hanuman,2021– ,25 min,9.2,"4,215",Animation            ,malayalam
tt13702020,Idre Gopi Bidre Paapi,2010,-,-,-,Drama            ,kannada
tt6005838,168 Hours,2016,109 min,-,-,Horror            ,malayalam
tt2951930,Maunraag,2013,94 min,-,-,Drama            ,marathi
tt3817852,Shri Ram Hanuman Yudha,1975,-,-,-,Drama            ,hindi
-,Satra Ko Shaadi Hai,,-,-,-,Romance            ,hindi
-,Viral,V,-,-,-,Drama            ,hindi
tt13617448,Kiladigalu,2020,122 min,-,-,Drama            ,kannada
tt14521190,Love Dot Com,2014,143 min,-,-,Drama            ,telugu
tt0497640,Mr. 100%,2006,-,4.5,47,"Mystery, Thriller            ",hindi
tt1200820,Mein Ek Din Laut Kay Aaoon Ga,2007,158 min,7.0,31,"Action, Drama, Family            ",urdu
tt0243639,Veerta,1993,129 min,5.8,82,Action            ,hindi
tt14337996,Avanandre Avane,2006,-,-,-,Drama            ,kannada
